	Unnamed: 0	scene_id	raw_text	characters	cOPN	dialog_state	sent	utterance	context	labels	Uttr_EmoBERTa_label	Dialog_EmoBERTa_label
327	327	03_e21_c03(0) 	"[['Pete', ' Hi!'], ['Monica', "" Hi! Hey, Pete you're back! Hey, check this out. (She starts to skate over to him)""], ['Pete', ' Wow! Skates!'], ['Monica', "" Wow! You're a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you're trip?""], ['Pete', ' Well... (he holds up a gift he brought her)'], ['Monica', "" Oh, what'd ya bring me?! (She opens the gift) Awww, hotel toiletries from Japan. Oh, these are gonna go in my permanent collection. You want some coffee?""], ['Pete', "" Yeah, sure, that'd be great.""], ['Monica', ' (popping back up) Regular or decaf?'], ['Pete', ' Ah, which ever is closest.']]"	Pete	False	[1, 0, 1, 0, 1, 0, 1, 0, 1]	 Hi! Hi! Hey, Pete you're back! Hey, check this out. (She starts to skate over to him) Wow! Skates! Wow! You're a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you're trip? Well... (he holds up a gift he brought her) Oh, what'd ya bring me?! (She opens the gift) Awww, hotel toiletries from Japan. Oh, these are gonna go in my permanent collection. You want some coffee? Yeah, sure, that'd be great. (popping back up) Regular or decaf? Ah, which ever is closest.	  Hi!  Wow! Skates!  Well... (he holds up a gift he brought her)  Yeah, sure, that'd be great.  Ah, which ever is closest.	  Hi! Hey, Pete you're back! Hey, check this out. (She starts to skate over to him)  Wow! You're a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you're trip?  Oh, what'd ya bring me?! (She opens the gift) Awww, hotel toiletries from Japan. Oh, these are gonna go in my permanent collection. You want some coffee?  (popping back up) Regular or decaf?	0	joy	['anger', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
328	328	02_e07_c04(0) 	"[['Phoebe Buffay', "" Look, I, y'know, I don't mind taking it slow, I like him a lot, y'know he's really interesting and he's really sweet and why won't he give it up?""], ['Joey Tribbiani', ' Maybe he, uhh... drives his car on the other side of the road, if ya know what I mean.'], ['Phoebe Buffay', "" No, whad'ya mean? He's not British.""], ['Joey Tribbiani', "" Maybe he's. . . gay.""], ['Phoebe Buffay', "" Oohh, um, no, I don't think that's the problem. 'Cause we went, um, dancing the other night and the way he held me so close, and the way he was looking into my eyes I just like... definitely felt something.""], ['Rachel Green', ' Yeah, but how much can you tell from a look?'], ['Phoebe Buffay', ' No, I felt it on my hip. You could tell. [Monica enters.]'], ['Monica Geller', ' [to Chandler] Yo, Bing. Racquetball in 15 minutes.'], ['Chandler Bing', ' Joey, be a pal. Lift up my hand and smack her with it.'], ['Phoebe Buffay', "" [seeing Ross kissing Julie outside the window] Ooh, oh, Rachel, don't look.""], ['Rachel Green', "" What? [looks, feigns indifference] C'mon you guys, I don't care, I have a date tonight.""], ['Joey Tribbiani', ' Woah, woah, woah, you have a date?'], ['Rachel Green', "" Yeah, Monica's settin' me up.""], ['Joey Tribbiani', ' But uh, uh, what about uh, Ross and uh. . .?'], ['Rachel Green', "" Oh what, my whole insane jealousy thing? Well, y'know, as much fun as that was, I've decided to opt for sanity.""], ['Chandler Bing', ' So you really OK about all this?'], ['Rachel Green', "" Oh yeah, c'mon, I'm movin' on. He can press her up against that window as much as he wants. For all I care, he can throw her through the damn thing. [Ross and Julie enter.]""]]"	Rachel Green	False	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]	 Look, I, y'know, I don't mind taking it slow, I like him a lot, y'know he's really interesting and he's really sweet and why won't he give it up? Maybe he, uhh... drives his car on the other side of the road, if ya know what I mean. No, whad'ya mean? He's not British. Maybe he's. . . gay. Oohh, um, no, I don't think that's the problem. 'Cause we went, um, dancing the other night and the way he held me so close, and the way he was looking into my eyes I just like... definitely felt something. Yeah, but how much can you tell from a look? No, I felt it on my hip. You could tell. [Monica enters.] [to Chandler] Yo, Bing. Racquetball in 15 minutes. Joey, be a pal. Lift up my hand and smack her with it. [seeing Ross kissing Julie outside the window] Ooh, oh, Rachel, don't look. What? [looks, feigns indifference] C'mon you guys, I don't care, I have a date tonight. Woah, woah, woah, you have a date? Yeah, Monica's settin' me up. But uh, uh, what about uh, Ross and uh. . .? Oh what, my whole insane jealousy thing? Well, y'know, as much fun as that was, I've decided to opt for sanity. So you really OK about all this? Oh yeah, c'mon, I'm movin' on. He can press her up against that window as much as he wants. For all I care, he can throw her through the damn thing. [Ross and Julie enter.]	  Yeah, but how much can you tell from a look?  What? [looks, feigns indifference] C'mon you guys, I don't care, I have a date tonight.  Yeah, Monica's settin' me up.  Oh what, my whole insane jealousy thing? Well, y'know, as much fun as that was, I've decided to opt for sanity.  Oh yeah, c'mon, I'm movin' on. He can press her up against that window as much as he wants. For all I care, he can throw her through the damn thing. [Ross and Julie enter.]	  Look, I, y'know, I don't mind taking it slow, I like him a lot, y'know he's really interesting and he's really sweet and why won't he give it up?  Maybe he, uhh... drives his car on the other side of the road, if ya know what I mean.  No, whad'ya mean? He's not British.  Maybe he's. . . gay.  Oohh, um, no, I don't think that's the problem. 'Cause we went, um, dancing the other night and the way he held me so close, and the way he was looking into my eyes I just like... definitely felt something.  No, I felt it on my hip. You could tell. [Monica enters.]  [to Chandler] Yo, Bing. Racquetball in 15 minutes.  Joey, be a pal. Lift up my hand and smack her with it.  [seeing Ross kissing Julie outside the window] Ooh, oh, Rachel, don't look.  Woah, woah, woah, you have a date?  But uh, uh, what about uh, Ross and uh. . .?  So you really OK about all this?	0	anger	['neutral', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'anger', 'neutral', 'neutral']
329	329	04_e13_c07(1) 	"[['Phoebe', ' What? What?'], ['Rachel', ' Well, it was just something Josh said about v-necks, but you had to be there.'], ['Ross', ' Yeah, how does Jason look in a v-neck?'], ['Rachel', "" It's Joshua.""], ['Ross', ' Oh, whatever. (Laughs and gives Joey the thumbs up heading back to his apartment. Joey follows him)'], ['Monica', "" Wait! Wait! This isn't take-out!""], ['Phoebe', ' (getting up) Well, I hate to eat and run, but...'], ['Monica', "" No, wait, please don't go! I've got porn for you too!""], ['Phoebe', "" Yeah, I don't need it.""], ['Monica', ' People are supposed to wanna hang out here!'], ['Rachel', ' Why? Honey, what is the big deal?'], ['Monica', "" I'm the hostess! Not those guys! I'm always the hostess! I mean, I was always the hostess, I mean even when I was little, I mean the girls brought their dollies to my tea party, I-I served the best air.""], ['Phoebe', "" Well, why did you make like a whole big thing out of y'know, everyone has to hang out in the big apartment?""], ['Monica', "" 'Cause they took our apartment, I wanted to punish them. But I'm-I'm done now. They've suffered enough.""], ['Phoebe', "" If you wanted to punish them, you should've just made them hang out here!""], ['Rachel', "" Yeah, that's true.""], ['Monica', "" All right then, when I'm done with this place, it's gonna be ten times better than that place!""]]"	Monica	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]	 What? What? Well, it was just something Josh said about v-necks, but you had to be there. Yeah, how does Jason look in a v-neck? It's Joshua. Oh, whatever. (Laughs and gives Joey the thumbs up heading back to his apartment. Joey follows him) Wait! Wait! This isn't take-out! (getting up) Well, I hate to eat and run, but... No, wait, please don't go! I've got porn for you too! Yeah, I don't need it. People are supposed to wanna hang out here! Why? Honey, what is the big deal? I'm the hostess! Not those guys! I'm always the hostess! I mean, I was always the hostess, I mean even when I was little, I mean the girls brought their dollies to my tea party, I-I served the best air. Well, why did you make like a whole big thing out of y'know, everyone has to hang out in the big apartment? 'Cause they took our apartment, I wanted to punish them. But I'm-I'm done now. They've suffered enough. If you wanted to punish them, you should've just made them hang out here! Yeah, that's true. All right then, when I'm done with this place, it's gonna be ten times better than that place!	  Wait! Wait! This isn't take-out!  No, wait, please don't go! I've got porn for you too!  People are supposed to wanna hang out here!  I'm the hostess! Not those guys! I'm always the hostess! I mean, I was always the hostess, I mean even when I was little, I mean the girls brought their dollies to my tea party, I-I served the best air.  'Cause they took our apartment, I wanted to punish them. But I'm-I'm done now. They've suffered enough.  All right then, when I'm done with this place, it's gonna be ten times better than that place!	  What? What?  Well, it was just something Josh said about v-necks, but you had to be there.  Yeah, how does Jason look in a v-neck?  It's Joshua.  Oh, whatever. (Laughs and gives Joey the thumbs up heading back to his apartment. Joey follows him)  (getting up) Well, I hate to eat and run, but...  Yeah, I don't need it.  Why? Honey, what is the big deal?  Well, why did you make like a whole big thing out of y'know, everyone has to hang out in the big apartment?  If you wanted to punish them, you should've just made them hang out here!  Yeah, that's true.	1	neutral	['neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
330	330	03_e17_c02(0) 	"[['Rachel', ' And heels.'], ['Joey', "" (He turns around to Chandler looking for approval to go with Rachel, Chandler mouths 'Come on!') (turning back to Rachel) Ross, did ask us first, and we set that night aside.""], ['Rachel', "" No, hey, come on, if he asked you first, that's only fair. (leaves)""], ['Phoebe', ' Ohhh boy, do I feel bad.'], ['Joey', ' Oh yeah.'], ['Monica', ' Very bad.'], ['Phoebe', ' Chandler what are you doing?!'], ['Monica', ' Chandler!!']]"	Monica	True	[0, 0, 0, 0, 0, 1, 0, 1]	 And heels. (He turns around to Chandler looking for approval to go with Rachel, Chandler mouths 'Come on!') (turning back to Rachel) Ross, did ask us first, and we set that night aside. No, hey, come on, if he asked you first, that's only fair. (leaves) Ohhh boy, do I feel bad. Oh yeah. Very bad. Chandler what are you doing?! Chandler!!	  Very bad.  Chandler!!	  And heels.  (He turns around to Chandler looking for approval to go with Rachel, Chandler mouths 'Come on!') (turning back to Rachel) Ross, did ask us first, and we set that night aside.  No, hey, come on, if he asked you first, that's only fair. (leaves)  Ohhh boy, do I feel bad.  Oh yeah.  Chandler what are you doing?!	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
331	331	01_e20_c09(0) 	"[['Ross Geller', ' Four letters: ""Circle or hoop"".'], ['Chandler Bing', ' Ring dammit, ring!'], ['Ross Geller', ' Thanks.'], ['Joey Tribbiani', "" (entering) Hey, you know our phone's not working?""], ['Chandler Bing', ' What?!'], ['Joey Tribbiani', ' I tried to call you from the coffee shop, and there was no answer.'], ['Chandler Bing', ' (investigating) I turned it off. Mother of God, I turned it off!'], ['Monica Geller', ' Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.'], ['Joey Tribbiani', "" Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?""], ['Chandler Bing', ' Nngghhh!!!!!!!']]"	Chandler Bing	True	[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]	" Four letters: ""Circle or hoop"". Ring dammit, ring! Thanks. (entering) Hey, you know our phone's not working? What?! I tried to call you from the coffee shop, and there was no answer. (investigating) I turned it off. Mother of God, I turned it off! Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony. Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone? Nngghhh!!!!!!!"	  Ring dammit, ring!  What?!  (investigating) I turned it off. Mother of God, I turned it off!  Nngghhh!!!!!!!	"  Four letters: ""Circle or hoop"".  Thanks.  (entering) Hey, you know our phone's not working?  I tried to call you from the coffee shop, and there was no answer.  Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.  Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?"	1	neutral	['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
332	332	04_e24_c08(0) 	"[['Monica', ' I was laughing. (Patting him on the knee.)'], ['Chandler', ' Out loud?'], ['Monica', "" Well I didn't want everyone to think I was stupid.""], ['Chandler', ' So how are you doing?']]"	Chandler	True	[0, 1, 0, 1]	 I was laughing. (Patting him on the knee.) Out loud? Well I didn't want everyone to think I was stupid. So how are you doing?	  Out loud?  So how are you doing?	  I was laughing. (Patting him on the knee.)  Well I didn't want everyone to think I was stupid.	1	anger	['neutral', 'joy', 'anger', 'neutral']
333	333	03_e08_c01(0) 	"[['Rachel', ' Here you go Pheebs. Who else wants one of my special homemade brownies?'], ['Chandler', ' I will have one. (Ross and him both take one.)'], ['Chandler', "" Okay, I'm not gonna have one.""], ['Ross', ' Neither will I. (they both put back the brownies.)'], ['Phoebe', "" No, no, it's just my tooth.""], ['Chandler', "" All right I'll have one. (he and Ross take another brownie,)""], ['Ross', "" So what's a matter, you need a dentist? I've got a good one.""], ['Phoebe', "" No thanks, I have a good one too. I just, I, I can't see him.""], ['Chandler', ' See that is the problem with invisible dentists.'], ['Ross', "" Why? Why can't you go to him?""], ['Phoebe', ' Because, every time I go to the dentist, somebody dies.'], ['Chandler', "" That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.""], ['Rachel', ' Phoebe, what? Umm...what?!']]"	Phoebe	True	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]	 Here you go Pheebs. Who else wants one of my special homemade brownies? I will have one. (Ross and him both take one.) Okay, I'm not gonna have one. Neither will I. (they both put back the brownies.) No, no, it's just my tooth. All right I'll have one. (he and Ross take another brownie,) So what's a matter, you need a dentist? I've got a good one. No thanks, I have a good one too. I just, I, I can't see him. See that is the problem with invisible dentists. Why? Why can't you go to him? Because, every time I go to the dentist, somebody dies. That is so weird, because every time I go to the dentist, I look down the hygienist's blouse. Phoebe, what? Umm...what?!	  No, no, it's just my tooth.  No thanks, I have a good one too. I just, I, I can't see him.  Because, every time I go to the dentist, somebody dies.	  Here you go Pheebs. Who else wants one of my special homemade brownies?  I will have one. (Ross and him both take one.)  Okay, I'm not gonna have one.  Neither will I. (they both put back the brownies.)  All right I'll have one. (he and Ross take another brownie,)  So what's a matter, you need a dentist? I've got a good one.  See that is the problem with invisible dentists.  Why? Why can't you go to him?  That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.  Phoebe, what? Umm...what?!	1	neutral	['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
334	334	02_e03_c01(0) 	"[['Joey Tribbiani', ' That was a good one. For a second there, I was like, ""whoa.""'], ['Phoebe Buffay', ' You name one woman that you broke up with for a real reason.'], ['Chandler Bing', ' Maureen Rosilla.'], ['Ross Geller', ' Not hating Yanni is not a real reason. (knock)'], ['Monica Geller', ' Hello, Mr. Heckles.'], ['Mr. Heckles', "" You're doing it again.""], ['Monica Geller', "" We're not doing anything.""], ['Mr. Heckles', "" You're stomping. It's disturbing my birds.""], ['Rachel Green', "" You don't have birds.""], ['Mr. Heckles', ' I could have birds.'], ['Monica Geller', "" Ok, Mr. Heckles, we'll try to keep it down.""], ['Mr. Heckles', "" Thank you. I'm going to rejoin my dinner party.""]]"	Mr. Heckles	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]	" That was a good one. For a second there, I was like, ""whoa."" You name one woman that you broke up with for a real reason. Maureen Rosilla. Not hating Yanni is not a real reason. (knock) Hello, Mr. Heckles. You're doing it again. We're not doing anything. You're stomping. It's disturbing my birds. You don't have birds. I could have birds. Ok, Mr. Heckles, we'll try to keep it down. Thank you. I'm going to rejoin my dinner party."	  You're doing it again.  You're stomping. It's disturbing my birds.  I could have birds.  Thank you. I'm going to rejoin my dinner party.	"  That was a good one. For a second there, I was like, ""whoa.""  You name one woman that you broke up with for a real reason.  Maureen Rosilla.  Not hating Yanni is not a real reason. (knock)  Hello, Mr. Heckles.  We're not doing anything.  You don't have birds.  Ok, Mr. Heckles, we'll try to keep it down."	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'joy', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
335	335	01_e20_c07(0) 	"[['Monica Geller', ' Brrrrrrr!'], ['Chandler Bing', ' Hell is filled with people like you.'], ['Joey Tribbiani', "" (entering) He's back! The peeper's back!""], ['Joey Tribbiani', ' (ducking) Get down!'], ['Rachel Green', ' Get down?'], ['Chandler Bing', ' ...And boogie!']]"	Chandler Bing	True	[0, 1, 0, 0, 0, 1]	 Brrrrrrr! Hell is filled with people like you. (entering) He's back! The peeper's back! (ducking) Get down! Get down? ...And boogie!	  Hell is filled with people like you.  ...And boogie!	  Brrrrrrr!  (entering) He's back! The peeper's back!  (ducking) Get down!  Get down?	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral']
336	336	04_e15_c03(1) 	"[['Emily', "" So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy.""], ['Devon', ' Do you realise that we have not seen each other since the night of that U2 concert?'], ['Emily', "" Oh my God. I think you're right.""], ['Liam', ' (puts his arm around her) Well, actually the last time you and I saw each other was that morning.'], ['Emily', ' Oh, Liam. (Ross laughs and takes her back.)'], ['Ross', ' Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football?'], ['Devon', ' We were playing rugby.'], ['Liam', "" In fact we're playing a game at the park tomorrow. You're welcome to play too if you want.""], ['Emily', "" (laughs) Ross play rugby? I don't think so.""], ['Ross', "" What's ah, what's so funny about that?""]]"	Ross	True	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]	 So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy. Do you realise that we have not seen each other since the night of that U2 concert? Oh my God. I think you're right. (puts his arm around her) Well, actually the last time you and I saw each other was that morning. Oh, Liam. (Ross laughs and takes her back.) Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football? We were playing rugby. In fact we're playing a game at the park tomorrow. You're welcome to play too if you want. (laughs) Ross play rugby? I don't think so. What's ah, what's so funny about that?	  Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football?  What's ah, what's so funny about that?	  So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy.  Do you realise that we have not seen each other since the night of that U2 concert?  Oh my God. I think you're right.  (puts his arm around her) Well, actually the last time you and I saw each other was that morning.  Oh, Liam. (Ross laughs and takes her back.)  We were playing rugby.  In fact we're playing a game at the park tomorrow. You're welcome to play too if you want.  (laughs) Ross play rugby? I don't think so.	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
337	337	03_e15_c13(0) 	"[['Mischa', "" (to Monica) Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! (to Sergei) You silly diplomat, why don't you learn some English, Sergei?""], ['Phoebe', "" Excuse me, but umm, isn't he paying for your dinner?""], ['Monica', "" Hey, the man's dog just died.""], ['Mischa', ' (to Monica) I have just resigned my post. Would you care to accompany me to the Rainbow Room? I have diplomatic coupons.'], ['Monica', "" It will be my pleasure. (to Phoebe) My guy has diplomatic coupons. Your guy can't even say coupons. (they leave)""], ['Sergei', ' Uh, (picks up a plate) plate?']]"	Sergei	True	[0, 0, 0, 0, 0, 1]	 (to Monica) Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! (to Sergei) You silly diplomat, why don't you learn some English, Sergei? Excuse me, but umm, isn't he paying for your dinner? Hey, the man's dog just died. (to Monica) I have just resigned my post. Would you care to accompany me to the Rainbow Room? I have diplomatic coupons. It will be my pleasure. (to Phoebe) My guy has diplomatic coupons. Your guy can't even say coupons. (they leave) Uh, (picks up a plate) plate?	  Uh, (picks up a plate) plate?	  (to Monica) Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! (to Sergei) You silly diplomat, why don't you learn some English, Sergei?  Excuse me, but umm, isn't he paying for your dinner?  Hey, the man's dog just died.  (to Monica) I have just resigned my post. Would you care to accompany me to the Rainbow Room? I have diplomatic coupons.  It will be my pleasure. (to Phoebe) My guy has diplomatic coupons. Your guy can't even say coupons. (they leave)	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
338	338	03_e21_c07(0) 	"[['Chandler', ' Okay, but this is the last time. (singing) With a chick-chick here, and a chick-chick there. Here a chick, there a chick, everywhere a chick-chick-(Joey enters)-chickeeeen.'], ['Joey', ' Hey.'], ['Chandler', ' Hey.'], ['Joey', "" How's she doing?""], ['Chandler', ' She?'], ['Joey', "" Well yeah, don't-don't you think it's a she?""], ['Chandler', "" I don't know. (He picks the chick up and turns it over, trying to determine the sex of the chick, and blows on it.) I can't tell, what ever it was went back in too quickly.""], ['Joey', "" Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks.""], ['Chandler', ' Excuse me?'], ['Joey', ' What?'], ['Chandler', ' I stayed home from work today while you were at rehearsal so somebody could be here with our chick!'], ['Joey', "" Hey! Who was up from 2 o'clock this morning until 5 o'clock this morning trying to get her back to sleep?""], ['Chandler', "" You don't think I get up when you get up?""], ['Joey', ' Ohhh, here it comes.'], ['Chandler', "" Yes, here it comes! I'm stuck here all day, and then you come in and spend two seconds with us and then expect to go off gallivanting with your friends? Well I don't think so mister!""], ['Joey', ' Hey!! I need to relax! Okay? I was working all day!'], ['Chandler', "" And you don't think taking care of our chick is work?""], ['Joey', "" That's not what I said. Okay, I just meant...""], ['Chandler', "" I know what you meant!! (pause) You notice that ever since we got this chick, we've been fighting a lot more than we used too?""], ['Joey', "" I don't know, maybe we weren't ready to have a chick.""], ['Chandler', "" I'll take her back tomorrow.""], ['Joey', "" Do you think we'll get our three bucks back?""]]"	Joey	False	[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	 Okay, but this is the last time. (singing) With a chick-chick here, and a chick-chick there. Here a chick, there a chick, everywhere a chick-chick-(Joey enters)-chickeeeen. Hey. Hey. How's she doing? She? Well yeah, don't-don't you think it's a she? I don't know. (He picks the chick up and turns it over, trying to determine the sex of the chick, and blows on it.) I can't tell, what ever it was went back in too quickly. Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks. Excuse me? What? I stayed home from work today while you were at rehearsal so somebody could be here with our chick! Hey! Who was up from 2 o'clock this morning until 5 o'clock this morning trying to get her back to sleep? You don't think I get up when you get up? Ohhh, here it comes. Yes, here it comes! I'm stuck here all day, and then you come in and spend two seconds with us and then expect to go off gallivanting with your friends? Well I don't think so mister! Hey!! I need to relax! Okay? I was working all day! And you don't think taking care of our chick is work? That's not what I said. Okay, I just meant... I know what you meant!! (pause) You notice that ever since we got this chick, we've been fighting a lot more than we used too? I don't know, maybe we weren't ready to have a chick. I'll take her back tomorrow. Do you think we'll get our three bucks back?	  Hey.  How's she doing?  Well yeah, don't-don't you think it's a she?  Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks.  What?  Hey! Who was up from 2 o'clock this morning until 5 o'clock this morning trying to get her back to sleep?  Ohhh, here it comes.  Hey!! I need to relax! Okay? I was working all day!  That's not what I said. Okay, I just meant...  I don't know, maybe we weren't ready to have a chick.  Do you think we'll get our three bucks back?	  Okay, but this is the last time. (singing) With a chick-chick here, and a chick-chick there. Here a chick, there a chick, everywhere a chick-chick-(Joey enters)-chickeeeen.  Hey.  She?  I don't know. (He picks the chick up and turns it over, trying to determine the sex of the chick, and blows on it.) I can't tell, what ever it was went back in too quickly.  Excuse me?  I stayed home from work today while you were at rehearsal so somebody could be here with our chick!  You don't think I get up when you get up?  Yes, here it comes! I'm stuck here all day, and then you come in and spend two seconds with us and then expect to go off gallivanting with your friends? Well I don't think so mister!  And you don't think taking care of our chick is work?  I know what you meant!! (pause) You notice that ever since we got this chick, we've been fighting a lot more than we used too?  I'll take her back tomorrow.	0	neutral	['joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
339	339	02_e01_c03(1) 	"[['Ross Geller', ' You gotta hear this story.'], ['Julie', "" We're on this bus, that's easily 200 years old...""], ['Ross Geller', ' 200 at least.'], ['Julie', ' ...and this guy...'], ['Rachel Green', "" And the chicken pooped in her lap. Oh, I'm so sorry. I just gave away the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I can think about.""], ['Monica Geller', ' This is amazing. I mean, how, how did this happen?'], ['Julie', ' Well, Ross and I were in grad school together.'], ['Ross Geller', "" But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.""], ['Rachel Green', "" Julie! Julie, isn't that great? I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic?""], ['Monica Geller', "" (to Julie) It's an expression.""]]"	Monica Geller	False	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]	 You gotta hear this story. We're on this bus, that's easily 200 years old... 200 at least. ...and this guy... And the chicken pooped in her lap. Oh, I'm so sorry. I just gave away the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I can think about. This is amazing. I mean, how, how did this happen? Well, Ross and I were in grad school together. But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig. Julie! Julie, isn't that great? I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic? (to Julie) It's an expression.	  This is amazing. I mean, how, how did this happen?  (to Julie) It's an expression.	  You gotta hear this story.  We're on this bus, that's easily 200 years old...  200 at least.  ...and this guy...  And the chicken pooped in her lap. Oh, I'm so sorry. I just gave away the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I can think about.  Well, Ross and I were in grad school together.  But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.  Julie! Julie, isn't that great? I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic?	0	neutral	['joy', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral']
340	340	04_e09_c04(0) 	"[['Chandler', "" It's not gonna be exactly like last time.""], ['Joey', "" All right, I'll see you guys.""], ['Chandler, Ross', ' Whoa-whoa-whoa!'], ['Chandler', ' Whoa-wh-wh-whoa-whoa-whoa-whoa!'], ['Joey', "" I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?""], ['Ross', ' Somewhere maybe along the equator?'], ['Joey', ' Okay. (leaves as the phone rings)']]"	Ross	True	[0, 0, 0, 0, 0, 1, 0]	 It's not gonna be exactly like last time. All right, I'll see you guys. Whoa-whoa-whoa! Whoa-wh-wh-whoa-whoa-whoa-whoa! I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon? Somewhere maybe along the equator? Okay. (leaves as the phone rings)	  Somewhere maybe along the equator?	  It's not gonna be exactly like last time.  All right, I'll see you guys.  Whoa-whoa-whoa!  Whoa-wh-wh-whoa-whoa-whoa-whoa!  I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?  Okay. (leaves as the phone rings)	1	neutral	['neutral', 'neutral', 'anger', 'joy', 'neutral', 'neutral', 'neutral']
