	Speaker_1	Speaker_2	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	dialog_state	labels	utterance	context	sent	emo_label	raw_text
1771	Chandler	Monica	Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!	What are you doing?	Oh, that's	joy	neutral	neutral	[1, 0, 1]	0	Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum! Oh, that's	What are you doing?	Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum! What are you doing? Oh, that's	['joy', 'neutral', 'neutral']	"[['Chandler', 'Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!'], ['Monica', 'What are you doing?'], ['Chandler', ""Oh, that's""]]"
1772	Monica	Chandler	What are you doing?	Oh, that's	No, only because that's the graduation song.	neutral	neutral	neutral	[1, 0, 1]	0	What are you doing? No, only because that's the graduation song.	Oh, that's	What are you doing? Oh, that's No, only because that's the graduation song.	['neutral', 'neutral', 'neutral']	"[['Monica', 'What are you doing?'], ['Chandler', ""Oh, that's""], ['Monica', ""No, only because that's the graduation song.""]]"
1773	Chandler	Monica	Oh, that's	No, only because that's the graduation song.	Okay!  This is it!  We're gonna get married!	neutral	neutral	joy	[1, 0, 1]	0	Oh, that's Okay!  This is it!  We're gonna get married!	No, only because that's the graduation song.	Oh, that's No, only because that's the graduation song. Okay!  This is it!  We're gonna get married!	['neutral', 'neutral', 'joy']	"[['Chandler', ""Oh, that's""], ['Monica', ""No, only because that's the graduation song.""], ['Chandler', ""Okay!  This is it!  We're gonna get married!""]]"
1774	Monica	Chandler	No, only because that's the graduation song.	Okay!  This is it!  We're gonna get married!	Are you sure you wanna do this?	neutral	joy	neutral	[1, 0, 1]	0	No, only because that's the graduation song. Are you sure you wanna do this?	Okay!  This is it!  We're gonna get married!	No, only because that's the graduation song. Okay!  This is it!  We're gonna get married! Are you sure you wanna do this?	['neutral', 'joy', 'neutral']	"[['Monica', ""No, only because that's the graduation song.""], ['Chandler', ""Okay!  This is it!  We're gonna get married!""], ['Monica', 'Are you sure you wanna do this?']]"
1775	Monica	Rachel	Would you ever be a surrogate for anyone?	It depends on who asked.	What if I asked?	neutral	neutral	neutral	[1, 0, 1]	0	Would you ever be a surrogate for anyone? What if I asked?	It depends on who asked.	Would you ever be a surrogate for anyone? It depends on who asked. What if I asked?	['neutral', 'neutral', 'neutral']	[['Monica', 'Would you ever be a surrogate for anyone?'], ['Rachel', 'It depends on who asked.'], ['Monica', 'What if I asked?']]
1776	Rachel	Monica	It depends on who asked.	What if I asked?	Oh, Mon, sure.	neutral	neutral	neutral	[1, 0, 1]	0	It depends on who asked. Oh, Mon, sure.	What if I asked?	It depends on who asked. What if I asked? Oh, Mon, sure.	['neutral', 'neutral', 'neutral']	[['Rachel', 'It depends on who asked.'], ['Monica', 'What if I asked?'], ['Rachel', 'Oh, Mon, sure.']]
1777	Monica	Rachel	What if I asked?	Oh, Mon, sure.	Really?	neutral	neutral	surprise	[1, 0, 1]	0	What if I asked? Really?	Oh, Mon, sure.	What if I asked? Oh, Mon, sure. Really?	['neutral', 'neutral', 'surprise']	[['Monica', 'What if I asked?'], ['Rachel', 'Oh, Mon, sure.'], ['Monica', 'Really?']]
1778	Rachel	Monica	Oh, Mon, sure.	Really?	Yes.  You re not asking are you?	neutral	surprise	surprise	[1, 0, 1]	0	Oh, Mon, sure. Yes.  You re not asking are you?	Really?	Oh, Mon, sure. Really? Yes.  You re not asking are you?	['neutral', 'surprise', 'surprise']	[['Rachel', 'Oh, Mon, sure.'], ['Monica', 'Really?'], ['Rachel', 'Yes.  You re not asking are you?']]
1779	Monica	Rachel	Really?	Yes.  You re not asking are you?	No.	surprise	surprise	neutral	[1, 0, 1]	0	Really? No.	Yes.  You re not asking are you?	Really? Yes.  You re not asking are you? No.	['surprise', 'surprise', 'neutral']	[['Monica', 'Really?'], ['Rachel', 'Yes.  You re not asking are you?'], ['Monica', 'No.']]
1780	Rachel	Monica	Yes.  You re not asking are you?	No.	Yes! Totally!	surprise	neutral	joy	[1, 0, 1]	0	Yes.  You re not asking are you? Yes! Totally!	No.	Yes.  You re not asking are you? No. Yes! Totally!	['surprise', 'neutral', 'joy']	[['Rachel', 'Yes.  You re not asking are you?'], ['Monica', 'No.'], ['Rachel', 'Yes! Totally!']]
1781	Rachel	Monica	You are not going to believe it! Joshua came into work today, and guess what happened?	He asked you out?!	No. But I was showing him some cufflinks and I felt his pulse.	joy	surprise	joy	[1, 0, 1]	0	You are not going to believe it! Joshua came into work today, and guess what happened? No. But I was showing him some cufflinks and I felt his pulse.	He asked you out?!	You are not going to believe it! Joshua came into work today, and guess what happened? He asked you out?! No. But I was showing him some cufflinks and I felt his pulse.	['joy', 'surprise', 'joy']	[['Rachel', 'You are not going to believe it! Joshua came into work today, and guess what happened?'], ['Monica', 'He asked you out?!'], ['Rachel', 'No. But I was showing him some cufflinks and I felt his pulse.']]
1782	Monica	Rachel	He asked you out?!	No. But I was showing him some cufflinks and I felt his pulse.	Saucy!	surprise	joy	joy	[1, 0, 1]	0	He asked you out?! Saucy!	No. But I was showing him some cufflinks and I felt his pulse.	He asked you out?! No. But I was showing him some cufflinks and I felt his pulse. Saucy!	['surprise', 'joy', 'joy']	[['Monica', 'He asked you out?!'], ['Rachel', 'No. But I was showing him some cufflinks and I felt his pulse.'], ['Monica', 'Saucy!']]
1783	Rachel	Monica	No. But I was showing him some cufflinks and I felt his pulse.	Saucy!	What are these?	joy	joy	neutral	[1, 0, 1]	0	No. But I was showing him some cufflinks and I felt his pulse. What are these?	Saucy!	No. But I was showing him some cufflinks and I felt his pulse. Saucy! What are these?	['joy', 'joy', 'neutral']	[['Rachel', 'No. But I was showing him some cufflinks and I felt his pulse.'], ['Monica', 'Saucy!'], ['Rachel', 'What are these?']]
1784	Monica	Rachel	Saucy!	What are these?	Electrical plans for the building.	joy	neutral	neutral	[1, 0, 1]	0	Saucy! Electrical plans for the building.	What are these?	Saucy! What are these? Electrical plans for the building.	['joy', 'neutral', 'neutral']	[['Monica', 'Saucy!'], ['Rachel', 'What are these?'], ['Monica', 'Electrical plans for the building.']]
1785	Rachel	Monica	What are these?	Electrical plans for the building.	Okay, okay, okay should I be scared?	neutral	neutral	fear	[1, 0, 1]	0	What are these? Okay, okay, okay should I be scared?	Electrical plans for the building.	What are these? Electrical plans for the building. Okay, okay, okay should I be scared?	['neutral', 'neutral', 'fear']	[['Rachel', 'What are these?'], ['Monica', 'Electrical plans for the building.'], ['Rachel', 'Okay, okay, okay should I be scared?']]
1786	Monica	Rachel	Electrical plans for the building.	Okay, okay, okay should I be scared?	I know that switch does something, okay?	neutral	fear	neutral	[1, 0, 1]	0	Electrical plans for the building. I know that switch does something, okay?	Okay, okay, okay should I be scared?	Electrical plans for the building. Okay, okay, okay should I be scared? I know that switch does something, okay?	['neutral', 'fear', 'neutral']	[['Monica', 'Electrical plans for the building.'], ['Rachel', 'Okay, okay, okay should I be scared?'], ['Monica', 'I know that switch does something, okay?']]
1787	Chandler	Monica	Okay, did you see that?! With the inappropriate and the pinching!!	Actually, I did!	Okay, so now do you believe that she's attracted to me?	disgust	surprise	neutral	[1, 0, 1]	0	Okay, did you see that?! With the inappropriate and the pinching!! Okay, so now do you believe that she's attracted to me?	Actually, I did!	Okay, did you see that?! With the inappropriate and the pinching!! Actually, I did! Okay, so now do you believe that she's attracted to me?	['disgust', 'surprise', 'neutral']	"[['Chandler', 'Okay, did you see that?! With the inappropriate and the pinching!!'], ['Monica', 'Actually, I did!'], ['Chandler', ""Okay, so now do you believe that she's attracted to me?""]]"
1788	Monica	Chandler	Actually, I did!	Okay, so now do you believe that she's attracted to me?	Ohhh, oh my God! Oh my God! She knows about us!	surprise	neutral	surprise	[1, 0, 1]	0	Actually, I did! Ohhh, oh my God! Oh my God! She knows about us!	Okay, so now do you believe that she's attracted to me?	Actually, I did! Okay, so now do you believe that she's attracted to me? Ohhh, oh my God! Oh my God! She knows about us!	['surprise', 'neutral', 'surprise']	"[['Monica', 'Actually, I did!'], ['Chandler', ""Okay, so now do you believe that she's attracted to me?""], ['Monica', 'Ohhh, oh my God! Oh my God! She knows about us!']]"
1789	Chandler	Monica	Okay, so now do you believe that she's attracted to me?	Ohhh, oh my God! Oh my God! She knows about us!	Are you serious?	neutral	surprise	surprise	[1, 0, 1]	0	Okay, so now do you believe that she's attracted to me? Are you serious?	Ohhh, oh my God! Oh my God! She knows about us!	Okay, so now do you believe that she's attracted to me? Ohhh, oh my God! Oh my God! She knows about us! Are you serious?	['neutral', 'surprise', 'surprise']	"[['Chandler', ""Okay, so now do you believe that she's attracted to me?""], ['Monica', 'Ohhh, oh my God! Oh my God! She knows about us!'], ['Chandler', 'Are you serious?']]"
1790	Monica	Chandler	Ohhh, oh my God! Oh my God! She knows about us!	Are you serious?	Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	surprise	surprise	anger	[1, 0, 1]	0	Ohhh, oh my God! Oh my God! She knows about us! Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	Are you serious?	Ohhh, oh my God! Oh my God! She knows about us! Are you serious? Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	['surprise', 'surprise', 'anger']	"[['Monica', 'Ohhh, oh my God! Oh my God! She knows about us!'], ['Chandler', 'Are you serious?'], ['Monica', ""Phoebe knows and she's just trying to freak us out! That's the only explanation for it!""]]"
1791	Chandler	Monica	Are you serious?	Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	Okay but what about y'know my pinchable butt and my bulging biceps She knows!	surprise	anger	anger	[1, 0, 1]	0	Are you serious? Okay but what about y'know my pinchable butt and my bulging biceps She knows!	Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	Are you serious? Phoebe knows and she's just trying to freak us out! That's the only explanation for it! Okay but what about y'know my pinchable butt and my bulging biceps She knows!	['surprise', 'anger', 'anger']	"[['Chandler', 'Are you serious?'], ['Monica', ""Phoebe knows and she's just trying to freak us out! That's the only explanation for it!""], ['Chandler', ""Okay but what about y'know my pinchable butt and my bulging biceps She knows!""]]"
1792	Monica	Ross	You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?	Oh fine.	Ready?  Wrestle!	anger	neutral	joy	[1, 0, 1]	0	You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go? Ready?  Wrestle!	Oh fine.	You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go? Oh fine. Ready?  Wrestle!	['anger', 'neutral', 'joy']	"[['Monica', ""You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?""], ['Ross', 'Oh fine.'], ['Monica', 'Ready?  Wrestle!']]"
1793	Ross	Evil Bitch	Umm. Umm, I m-I m just gonna 	See? See? It was because you were looking fat pervert!	No-no, I m I m sure no one was looking. Just want some privacy.	neutral	anger	neutral	[1, 0, 1]	0	Umm. Umm, I m-I m just gonna  No-no, I m I m sure no one was looking. Just want some privacy.	See? See? It was because you were looking fat pervert!	Umm. Umm, I m-I m just gonna  See? See? It was because you were looking fat pervert! No-no, I m I m sure no one was looking. Just want some privacy.	['neutral', 'anger', 'neutral']	[['Ross', 'Umm. Umm, I m-I m just gonna '], ['Evil Bitch', 'See? See? It was because you were looking fat pervert!'], ['Ross', 'No-no, I m I m sure no one was looking. Just want some privacy.']]
1794	Ross	Evil Bitch	No-no, I m I m sure no one was looking. Just want some privacy.	You miss your girlfriend?	Just ignore them.	neutral	neutral	neutral	[1, 0, 1]	0	No-no, I m I m sure no one was looking. Just want some privacy. Just ignore them.	You miss your girlfriend?	No-no, I m I m sure no one was looking. Just want some privacy. You miss your girlfriend? Just ignore them.	['neutral', 'neutral', 'neutral']	[['Ross', 'No-no, I m I m sure no one was looking. Just want some privacy.'], ['Evil Bitch', 'You miss your girlfriend?'], ['Ross', 'Just ignore them.']]
1795	Ross	Rachel	Just ignore them.	Ross.	What? What?	neutral	neutral	fear	[1, 0, 1]	0	Just ignore them. What? What?	Ross.	Just ignore them. Ross. What? What?	['neutral', 'neutral', 'fear']	[['Ross', 'Just ignore them.'], ['Rachel', 'Ross.'], ['Ross', 'What? What?']]
1796	Rachel	Ross	Ross.	What? What?	He s looking at me.	neutral	fear	neutral	[1, 0, 1]	0	Ross. He s looking at me.	What? What?	Ross. What? What? He s looking at me.	['neutral', 'fear', 'neutral']	[['Rachel', 'Ross.'], ['Ross', 'What? What?'], ['Rachel', 'He s looking at me.']]
1797	Ross	Rachel	What? What?	He s looking at me.	Hey! You wanna live to see your baby?!	fear	neutral	anger	[1, 0, 1]	0	What? What? Hey! You wanna live to see your baby?!	He s looking at me.	What? What? He s looking at me. Hey! You wanna live to see your baby?!	['fear', 'neutral', 'anger']	[['Ross', 'What? What?'], ['Rachel', 'He s looking at me.'], ['Ross', 'Hey! You wanna live to see your baby?!']]
1798	Phoebe	Rachel	Pat Sajak?	Yep!	Alex Trebek?	neutral	joy	neutral	[1, 0, 1]	0	Pat Sajak? Alex Trebek?	Yep!	Pat Sajak? Yep! Alex Trebek?	['neutral', 'joy', 'neutral']	[['Phoebe', 'Pat Sajak?'], ['Rachel', 'Yep!'], ['Phoebe', 'Alex Trebek?']]
1799	Rachel	Phoebe	Yep!	Alex Trebek?	Oh, of course!	joy	neutral	joy	[1, 0, 1]	0	Yep! Oh, of course!	Alex Trebek?	Yep! Alex Trebek? Oh, of course!	['joy', 'neutral', 'joy']	[['Rachel', 'Yep!'], ['Phoebe', 'Alex Trebek?'], ['Rachel', 'Oh, of course!']]
1800	Phoebe	Rachel	Alex Trebek?	Oh, of course!	Chuck Woolery?	neutral	joy	neutral	[1, 0, 1]	0	Alex Trebek? Chuck Woolery?	Oh, of course!	Alex Trebek? Oh, of course! Chuck Woolery?	['neutral', 'joy', 'neutral']	[['Phoebe', 'Alex Trebek?'], ['Rachel', 'Oh, of course!'], ['Phoebe', 'Chuck Woolery?']]
1801	Rachel	Phoebe	Oh, of course!	Chuck Woolery?	Definitely! Phoebe, you will not find a single game show host, who s ass I cannot kick.	joy	neutral	joy	[1, 0, 1]	0	Oh, of course! Definitely! Phoebe, you will not find a single game show host, who s ass I cannot kick.	Chuck Woolery?	Oh, of course! Chuck Woolery? Definitely! Phoebe, you will not find a single game show host, who s ass I cannot kick.	['joy', 'neutral', 'joy']	[['Rachel', 'Oh, of course!'], ['Phoebe', 'Chuck Woolery?'], ['Rachel', 'Definitely! Phoebe, you will not find a single game show host, who s ass I cannot kick.']]
1802	Ross	Rachel	It s not something you are! It s something you have!	Say it!	Y know what? I can easily get out of this, but there is a chance you can get very, very hurt!	anger	joy	anger	[1, 0, 1]	0	It s not something you are! It s something you have! Y know what? I can easily get out of this, but there is a chance you can get very, very hurt!	Say it!	It s not something you are! It s something you have! Say it! Y know what? I can easily get out of this, but there is a chance you can get very, very hurt!	['anger', 'joy', 'anger']	[['Ross', 'It s not something you are! It s something you have!'], ['Rachel', 'Say it!'], ['Ross', 'Y know what? I can easily get out of this, but there is a chance you can get very, very hurt!']]
1803	Joey	Chandler	Oh! Ohh! Oh!!	Joey, can I talk to you for a second?	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	surprise	neutral	surprise	[1, 0, 1]	1	Oh! Ohh! Oh!! Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	Joey, can I talk to you for a second?	Oh! Ohh! Oh!! Joey, can I talk to you for a second? Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	['surprise', 'neutral', 'surprise']	[['Joey', 'Oh! Ohh! Oh!!'], ['Chandler', 'Joey, can I talk to you for a second?'], ['Joey', 'Oohh!! Ohh! Oh-oh-oh! Oh-oh!!']]
1804	Joey	Chandler	oooooooooooooohhhhhhhhhhh	Yes. Yes.	You?!  And-and you?!	surprise	neutral	surprise	[1, 0, 1]	1	oooooooooooooohhhhhhhhhhh You?!  And-and you?!	Yes. Yes.	oooooooooooooohhhhhhhhhhh Yes. Yes. You?!  And-and you?!	['surprise', 'neutral', 'surprise']	[['Joey', 'oooooooooooooohhhhhhhhhhh'], ['Chandler', 'Yes. Yes.'], ['Joey', 'You?!  And-and you?!']]
1805	Joey	Monica	You?!  And-and you?!	Yes, but you cannot tell anyone! No one knows!	How?! When?!	surprise	joy	surprise	[1, 0, 1]	1	You?!  And-and you?! How?! When?!	Yes, but you cannot tell anyone! No one knows!	You?!  And-and you?! Yes, but you cannot tell anyone! No one knows! How?! When?!	['surprise', 'joy', 'surprise']	[['Joey', 'You?!  And-and you?!'], ['Monica', 'Yes, but you cannot tell anyone! No one knows!'], ['Joey', 'How?! When?!']]
1806	Joey	Chandler	How?! When?!	It happened in London.	IN LONDON!!!	surprise	neutral	surprise	[1, 0, 1]	1	How?! When?! IN LONDON!!!	It happened in London.	How?! When?! It happened in London. IN LONDON!!!	['surprise', 'neutral', 'surprise']	[['Joey', 'How?! When?!'], ['Chandler', 'It happened in London.'], ['Joey', 'IN LONDON!!!']]
1807	Chandler	Joey	It happened in London.	IN LONDON!!!	The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	neutral	surprise	neutral	[1, 0, 1]	0	It happened in London. The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	IN LONDON!!!	It happened in London. IN LONDON!!! The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	['neutral', 'surprise', 'neutral']	"[['Chandler', 'It happened in London.'], ['Joey', 'IN LONDON!!!'], ['Chandler', ""The reason we didn't tell anyone was because we didn't want to make a big deal out of it.""]]"
1808	Joey	Chandler	IN LONDON!!!	The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	But it is a big deal!! I have to tell someone!	surprise	neutral	surprise	[1, 0, 1]	1	IN LONDON!!! But it is a big deal!! I have to tell someone!	The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	IN LONDON!!! The reason we didn't tell anyone was because we didn't want to make a big deal out of it. But it is a big deal!! I have to tell someone!	['surprise', 'neutral', 'surprise']	"[['Joey', 'IN LONDON!!!'], ['Chandler', ""The reason we didn't tell anyone was because we didn't want to make a big deal out of it.""], ['Joey', 'But it is a big deal!! I have to tell someone!']]"
1809	Chandler	Joey	The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	But it is a big deal!! I have to tell someone!	No-no-no-no-no! You can't!	neutral	surprise	fear	[1, 0, 1]	0	The reason we didn't tell anyone was because we didn't want to make a big deal out of it. No-no-no-no-no! You can't!	But it is a big deal!! I have to tell someone!	The reason we didn't tell anyone was because we didn't want to make a big deal out of it. But it is a big deal!! I have to tell someone! No-no-no-no-no! You can't!	['neutral', 'surprise', 'fear']	"[['Chandler', ""The reason we didn't tell anyone was because we didn't want to make a big deal out of it.""], ['Joey', 'But it is a big deal!! I have to tell someone!'], ['Chandler', ""No-no-no-no-no! You can't!""]]"
1810	Monica	Joey	Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.	All right! Man, this is unbelievable! I mean, it's	I know, it's great!	fear	surprise	joy	[1, 0, 1]	0	Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell. I know, it's great!	All right! Man, this is unbelievable! I mean, it's	Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell. All right! Man, this is unbelievable! I mean, it's I know, it's great!	['fear', 'surprise', 'joy']	"[['Monica', ""Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.""], ['Joey', ""All right! Man, this is unbelievable! I mean, it's""], ['Monica', ""I know, it's great!""]]"
1811	Joey	Monica	All right! Man, this is unbelievable! I mean, it's	I know, it's great!	Aww, I don't want to see that!	surprise	joy	disgust	[1, 0, 1]	1	All right! Man, this is unbelievable! I mean, it's Aww, I don't want to see that!	I know, it's great!	All right! Man, this is unbelievable! I mean, it's I know, it's great! Aww, I don't want to see that!	['surprise', 'joy', 'disgust']	"[['Joey', ""All right! Man, this is unbelievable! I mean, it's""], ['Monica', ""I know, it's great!""], ['Joey', ""Aww, I don't want to see that!""]]"
1812	Rachel	Julie	Mrs., Mrs. Gobb?	No Cobb, as in cobb salad.	Now, what exactly is in a cobb salad?	neutral	neutral	neutral	[1, 0, 1]	0	Mrs., Mrs. Gobb? Now, what exactly is in a cobb salad?	No Cobb, as in cobb salad.	Mrs., Mrs. Gobb? No Cobb, as in cobb salad. Now, what exactly is in a cobb salad?	['neutral', 'neutral', 'neutral']	[['Rachel', 'Mrs., Mrs. Gobb?'], ['Julie', 'No Cobb, as in cobb salad.'], ['Rachel', 'Now, what exactly is in a cobb salad?']]
1813	Chandler	Joey	What're we gonna do? What're we gonna do?	Uh, uh, we'll flip for it. Ducks or clowns.	Oh, we're gonna flip for the baby?	fear	neutral	surprise	[1, 0, 1]	0	What're we gonna do? What're we gonna do? Oh, we're gonna flip for the baby?	Uh, uh, we'll flip for it. Ducks or clowns.	What're we gonna do? What're we gonna do? Uh, uh, we'll flip for it. Ducks or clowns. Oh, we're gonna flip for the baby?	['fear', 'neutral', 'surprise']	"[['Chandler', ""What're we gonna do? What're we gonna do?""], ['Joey', ""Uh, uh, we'll flip for it. Ducks or clowns.""], ['Chandler', ""Oh, we're gonna flip for the baby?""]]"
1814	Joey	Chandler	Uh, uh, we'll flip for it. Ducks or clowns.	Oh, we're gonna flip for the baby?	You got a better idea?	neutral	surprise	neutral	[1, 0, 1]	1	Uh, uh, we'll flip for it. Ducks or clowns. You got a better idea?	Oh, we're gonna flip for the baby?	Uh, uh, we'll flip for it. Ducks or clowns. Oh, we're gonna flip for the baby? You got a better idea?	['neutral', 'surprise', 'neutral']	"[['Joey', ""Uh, uh, we'll flip for it. Ducks or clowns.""], ['Chandler', ""Oh, we're gonna flip for the baby?""], ['Joey', 'You got a better idea?']]"
1815	Chandler	Joey	Oh, we're gonna flip for the baby?	You got a better idea?	All right, call it in the air.	surprise	neutral	neutral	[1, 0, 1]	0	Oh, we're gonna flip for the baby? All right, call it in the air.	You got a better idea?	Oh, we're gonna flip for the baby? You got a better idea? All right, call it in the air.	['surprise', 'neutral', 'neutral']	"[['Chandler', ""Oh, we're gonna flip for the baby?""], ['Joey', 'You got a better idea?'], ['Chandler', 'All right, call it in the air.']]"
1816	Joey	Chandler	You got a better idea?	All right, call it in the air.	Heads.	neutral	neutral	neutral	[1, 0, 1]	1	You got a better idea? Heads.	All right, call it in the air.	You got a better idea? All right, call it in the air. Heads.	['neutral', 'neutral', 'neutral']	[['Joey', 'You got a better idea?'], ['Chandler', 'All right, call it in the air.'], ['Joey', 'Heads.']]
1817	Chandler	Joey	All right, call it in the air.	Heads.	Heads it is.	neutral	neutral	neutral	[1, 0, 1]	0	All right, call it in the air. Heads it is.	Heads.	All right, call it in the air. Heads. Heads it is.	['neutral', 'neutral', 'neutral']	[['Chandler', 'All right, call it in the air.'], ['Joey', 'Heads.'], ['Chandler', 'Heads it is.']]
1818	Joey	Chandler	Heads.	Heads it is.	Yes! Whew!	neutral	neutral	joy	[1, 0, 1]	1	Heads. Yes! Whew!	Heads it is.	Heads. Heads it is. Yes! Whew!	['neutral', 'neutral', 'joy']	[['Joey', 'Heads.'], ['Chandler', 'Heads it is.'], ['Joey', 'Yes! Whew!']]
1819	Chandler	Joey	Heads it is.	Yes! Whew!	We have to assign heads to something.	neutral	joy	neutral	[1, 0, 1]	0	Heads it is. We have to assign heads to something.	Yes! Whew!	Heads it is. Yes! Whew! We have to assign heads to something.	['neutral', 'joy', 'neutral']	[['Chandler', 'Heads it is.'], ['Joey', 'Yes! Whew!'], ['Chandler', 'We have to assign heads to something.']]
1820	Joey	Chandler	Yes! Whew!	We have to assign heads to something.	Right. Ok, ok, uh, ducks is heads, because ducks have heads.	joy	neutral	neutral	[1, 0, 1]	1	Yes! Whew! Right. Ok, ok, uh, ducks is heads, because ducks have heads.	We have to assign heads to something.	Yes! Whew! We have to assign heads to something. Right. Ok, ok, uh, ducks is heads, because ducks have heads.	['joy', 'neutral', 'neutral']	[['Joey', 'Yes! Whew!'], ['Chandler', 'We have to assign heads to something.'], ['Joey', 'Right. Ok, ok, uh, ducks is heads, because ducks have heads.']]
1821	Chandler	Joey	We have to assign heads to something.	Right. Ok, ok, uh, ducks is heads, because ducks have heads.	What kind of scary-ass clowns came to your birthday?	neutral	neutral	anger	[1, 0, 1]	0	We have to assign heads to something. What kind of scary-ass clowns came to your birthday?	Right. Ok, ok, uh, ducks is heads, because ducks have heads.	We have to assign heads to something. Right. Ok, ok, uh, ducks is heads, because ducks have heads. What kind of scary-ass clowns came to your birthday?	['neutral', 'neutral', 'anger']	[['Chandler', 'We have to assign heads to something.'], ['Joey', 'Right. Ok, ok, uh, ducks is heads, because ducks have heads.'], ['Chandler', 'What kind of scary-ass clowns came to your birthday?']]
1822	Joey	Student	Great soap opera acting tonight everybody, class dismissed.	Hey, Mr. Trib.	Hey-hey.	joy	neutral	joy	[1, 0, 1]	1	Great soap opera acting tonight everybody, class dismissed. Hey-hey.	Hey, Mr. Trib.	Great soap opera acting tonight everybody, class dismissed. Hey, Mr. Trib. Hey-hey.	['joy', 'neutral', 'joy']	[['Joey', 'Great soap opera acting tonight everybody, class dismissed.'], ['Student', 'Hey, Mr. Trib.'], ['Joey', 'Hey-hey.']]
1823	Phoebe	Chandler	Okay, c mon guys, show us where the presents are!	Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that s as good as garbage?	Hmm, how about my azzz?	neutral	anger	neutral	[1, 0, 1]	0	Okay, c mon guys, show us where the presents are! Hmm, how about my azzz?	Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that s as good as garbage?	Okay, c mon guys, show us where the presents are! Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that s as good as garbage? Hmm, how about my azzz?	['neutral', 'anger', 'neutral']	[['Phoebe', 'Okay, c mon guys, show us where the presents are!'], ['Chandler', 'Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that s as good as garbage?'], ['Phoebe', 'Hmm, how about my azzz?']]
1824	Phoebe	Rachel	Hmm, how about my azzz?	Hey, this is hollow.	What?	neutral	neutral	surprise	[1, 0, 1]	0	Hmm, how about my azzz? What?	Hey, this is hollow.	Hmm, how about my azzz? Hey, this is hollow. What?	['neutral', 'neutral', 'surprise']	[['Phoebe', 'Hmm, how about my azzz?'], ['Rachel', 'Hey, this is hollow.'], ['Phoebe', 'What?']]
1825	Rachel	Phoebe	Hey, this is hollow.	What?	This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!	neutral	surprise	surprise	[1, 0, 1]	0	Hey, this is hollow. This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!	What?	Hey, this is hollow. What? This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!	['neutral', 'surprise', 'surprise']	[['Rachel', 'Hey, this is hollow.'], ['Phoebe', 'What?'], ['Rachel', 'This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!']]
1826	Phoebe	Rachel	What?	This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!	No, don t look directly at them!	surprise	surprise	fear	[1, 0, 1]	0	What? No, don t look directly at them!	This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!	What? This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!! No, don t look directly at them!	['surprise', 'surprise', 'fear']	[['Phoebe', 'What?'], ['Rachel', 'This bench, it s hollow! I can t believe I never knew that!  Oh, the presents!!!'], ['Phoebe', 'No, don t look directly at them!']]
1827	Phoebe	Chandler	No, don t look directly at them!	What?	Alright, no, we could look at them!	fear	surprise	neutral	[1, 0, 1]	0	No, don t look directly at them! Alright, no, we could look at them!	What?	No, don t look directly at them! What? Alright, no, we could look at them!	['fear', 'surprise', 'neutral']	[['Phoebe', 'No, don t look directly at them!'], ['Chandler', 'What?'], ['Phoebe', 'Alright, no, we could look at them!']]
